task_id,title,description,priority,status,assigned_to,deadline,created_at,category
1101,Write API Docs,Fix alignment and spacing issues on the mobile view.,Low,Open,Charlie,2025-05-14,2025-05-04,Feature
1102,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Eve,2025-06-13,2025-04-10,Bug
1103,Optimize Backend,Update the schema to support new user roles and permissions.,High,Open,Charlie,2025-04-11,2025-03-29,Refactor
1104,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Bob,2025-05-30,2025-04-29,Improvement
1105,Design Landing Page,Design a responsive landing page for the new campaign.,High,Open,Eve,2025-05-19,2025-04-03,Refactor
1106,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,High,Open,Diana,2025-06-02,2025-05-13,Improvement
1107,Refactor Codebase,Write unit tests for the newly added features.,High,Completed,Eve,2025-05-12,2025-04-12,Refactor
1108,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,Low,Completed,Diana,2025-04-24,2025-04-22,Documentation
1109,Implement OAuth2,Write unit tests for the newly added features.,High,Open,Charlie,2025-06-03,2025-04-09,Documentation
1110,Implement OAuth2,Refactor the legacy code for better readability.,Medium,In Progress,Diana,2025-05-29,2025-05-08,Documentation
1111,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,High,Open,Bob,2025-04-26,2025-04-23,Documentation
1112,Optimize Backend,Improve the performance of the backend queries.,High,Completed,Diana,2025-04-11,2025-04-05,Feature
1113,Write API Docs,Implement secure login using OAuth2 protocol.,Medium,In Progress,Charlie,2025-06-03,2025-04-24,Documentation
1114,Optimize Backend,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Charlie,2025-05-01,2025-04-20,Documentation
1115,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Medium,Open,Alice,2025-06-05,2025-04-21,Documentation
1116,baby,Update the schema to support new user roles and permissions.,Low,Open,meeting,2025-05-19,2025-05-01,Bug
1117,Update Database Schema,Refactor the legacy code for better readability.,Low,Open,Alice,2025-05-11,2025-05-04,Refactor
1118,Create Unit Tests,Implement secure login using OAuth2 protocol.,Medium,In Progress,Charlie,2025-05-31,2025-04-01,Improvement
1119,Write API Docs,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-05-09,2025-03-30,Bug
1120,Fix UI Glitches,Improve the performance of the backend queries.,Low,In Progress,Eve,2025-06-06,2025-05-07,Refactor
1121,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Eve,2025-05-28,2025-05-02,Refactor
1122,Design Landing Page,Fix alignment and spacing issues on the mobile view.,Medium,Open,Alice,2025-05-27,2025-04-30,Feature
1123,Fix Login Bug,Update the schema to support new user roles and permissions.,High,Open,Alice,2025-06-01,2025-05-13,Improvement
1124,Implement OAuth2,Write unit tests for the newly added features.,Low,Open,Diana,2025-04-16,2025-04-16,Feature
1125,Design Landing Page,Fix alignment and spacing issues on the mobile view.,Low,Completed,Charlie,2025-05-12,2025-04-20,Refactor
1126,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Bob,2025-06-11,2025-05-11,Refactor
1127,Refactor Codebase,Improve the performance of the backend queries.,Low,Completed,Diana,2025-04-30,2025-04-14,Refactor
1128,Write API Docs,Improve the performance of the backend queries.,Low,Completed,Alice,2025-03-28,2025-03-27,Improvement
1129,Design Landing Page,Improve the performance of the backend queries.,Medium,In Progress,Eve,2025-05-23,2025-05-02,Refactor
1130,Optimize Backend,Fix alignment and spacing issues on the mobile view.,High,Completed,Charlie,2025-05-01,2025-04-10,Improvement
1131,Optimize Backend,Improve the performance of the backend queries.,High,Completed,Charlie,2025-04-26,2025-04-08,Bug
1132,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Low,Completed,Diana,2025-06-11,2025-04-18,Refactor
1133,Optimize Backend,Update the schema to support new user roles and permissions.,Low,Open,Diana,2025-05-03,2025-04-18,Documentation
1134,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Bob,2025-05-21,2025-05-10,Feature
1135,Design Landing Page,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Charlie,2025-05-04,2025-04-22,Documentation
1136,Fix Login Bug,Improve the performance of the backend queries.,Low,In Progress,Alice,2025-06-01,2025-04-27,Bug
1137,Implement OAuth2,Design a responsive landing page for the new campaign.,Low,Open,Diana,2025-05-14,2025-04-23,Refactor
1138,Implement OAuth2,Implement secure login using OAuth2 protocol.,Low,Open,Charlie,2025-05-12,2025-05-04,Improvement
1139,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Medium,In Progress,Bob,2025-05-30,2025-05-10,Documentation
1140,Design Landing Page,Write unit tests for the newly added features.,Low,Open,Eve,2025-05-30,2025-05-12,Improvement
1141,Implement OAuth2,Update the schema to support new user roles and permissions.,High,In Progress,Diana,2025-05-09,2025-04-10,Refactor
1142,Update Database Schema,Refactor the legacy code for better readability.,Low,In Progress,Diana,2025-05-12,2025-04-17,Improvement
1143,Fix UI Glitches,Implement secure login using OAuth2 protocol.,High,Completed,Eve,2025-05-15,2025-04-15,Feature
1144,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,High,Completed,Charlie,2025-06-06,2025-05-08,Improvement
1145,Update Database Schema,Improve the performance of the backend queries.,Low,Completed,Eve,2025-06-10,2025-04-24,Feature
1146,Write API Docs,Implement secure login using OAuth2 protocol.,High,In Progress,Diana,2025-05-16,2025-05-07,Refactor
1147,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Diana,2025-06-04,2025-04-28,Documentation
1148,Optimize Backend,Update the navigation bar as per the new UI guidelines.,High,Completed,Bob,2025-05-07,2025-05-04,Improvement
1149,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,,Open,ten,2025-05-02,2025-04-27,
1150,Implement OAuth2,Design a responsive landing page for the new campaign.,Low,Completed,Bob,2025-04-12,2025-03-17,Improvement
1151,Optimize Backend,Update the schema to support new user roles and permissions.,Medium,Open,Diana,2025-06-02,2025-05-09,Refactor
1152,Implement OAuth2,Complete the documentation for the public API.,High,Open,Eve,2025-05-08,2025-03-24,Bug
1153,Fix UI Glitches,Design a responsive landing page for the new campaign.,Medium,In Progress,Eve,2025-06-04,2025-03-29,Documentation
1154,Design Landing Page,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Eve,2025-05-15,2025-05-05,Refactor
1155,Design Landing Page,Update the schema to support new user roles and permissions.,Medium,Open,Diana,2025-05-01,2025-03-23,Feature
1156,Refactor Codebase,Design a responsive landing page for the new campaign.,Low,Completed,Bob,2025-05-15,2025-05-09,Documentation
1157,Refactor Codebase,Refactor the legacy code for better readability.,High,Open,Charlie,2025-06-12,2025-03-27,Documentation
1158,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,High,Completed,Eve,2025-06-03,2025-05-09,Documentation
1159,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-05-10,2025-04-08,Improvement
1160,Design Landing Page,Design a responsive landing page for the new campaign.,Medium,In Progress,Eve,2025-05-16,2025-04-18,Improvement
1161,Fix UI Glitches,Write unit tests for the newly added features.,Medium,Open,Bob,2025-06-01,2025-04-20,Bug
1162,Optimize Backend,Refactor the legacy code for better readability.,Medium,Open,Diana,2025-06-12,2025-04-14,Improvement
1163,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-04-27,2025-04-19,Documentation
1164,Write API Docs,Update the schema to support new user roles and permissions.,High,Completed,Diana,2025-05-26,2025-04-12,Feature
1165,Update Database Schema,Implement secure login using OAuth2 protocol.,High,In Progress,Diana,2025-04-26,2025-04-06,Documentation
1166,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-05-28,2025-04-10,Documentation
1167,Fix UI Glitches,Update the schema to support new user roles and permissions.,Medium,Completed,Bob,2025-04-11,2025-04-11,Feature
1168,Create Unit Tests,Implement secure login using OAuth2 protocol.,Low,Completed,Diana,2025-05-08,2025-04-16,Refactor
1169,Fix Login Bug,Refactor the legacy code for better readability.,Medium,In Progress,Alice,2025-05-25,2025-04-26,Bug
1170,Write API Docs,Implement secure login using OAuth2 protocol.,High,Completed,Charlie,2025-05-16,2025-04-28,Feature
1171,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Medium,Completed,Diana,2025-04-28,2025-04-07,Feature
1172,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Completed,Charlie,2025-04-16,2025-03-25,Refactor
1173,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Medium,Completed,Eve,2025-05-01,2025-04-18,Documentation
1174,Update Database Schema,Update the navigation bar as per the new UI guidelines.,Medium,Open,Bob,2025-05-21,2025-03-30,Documentation
1175,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Alice,2025-05-11,2025-05-08,Bug
1176,Create Unit Tests,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Diana,2025-05-11,2025-05-02,Improvement
1177,Write API Docs,Update the navigation bar as per the new UI guidelines.,Low,Completed,Charlie,2025-04-20,2025-04-17,Bug
1178,Create Unit Tests,Refactor the legacy code for better readability.,Medium,Open,Diana,2025-05-17,2025-05-13,Refactor
1179,Refactor Codebase,Complete the documentation for the public API.,Medium,In Progress,Alice,2025-05-26,2025-05-12,Documentation
1180,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Completed,Eve,2025-04-18,2025-03-24,Feature
1181,Optimize Backend,Update the navigation bar as per the new UI guidelines.,High,In Progress,Alice,2025-05-21,2025-04-05,Improvement
1182,Implement OAuth2,Update the schema to support new user roles and permissions.,High,Completed,Diana,2025-05-06,2025-03-17,Bug
1183,Design Landing Page,Refactor the legacy code for better readability.,Low,Open,Diana,2025-04-30,2025-04-17,Bug
1184,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Charlie,2025-06-06,2025-05-14,Refactor
1185,Write API Docs,Improve the performance of the backend queries.,Low,Open,Eve,2025-05-14,2025-05-01,Refactor
1186,Update Database Schema,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Eve,2025-06-03,2025-04-10,Refactor
1187,Create Unit Tests,Refactor the legacy code for better readability.,High,Completed,Charlie,2025-05-11,2025-05-03,Bug
1188,Design Landing Page,Implement secure login using OAuth2 protocol.,Medium,Completed,Diana,2025-06-09,2025-05-11,Documentation
1189,Fix Login Bug,Complete the documentation for the public API.,Medium,In Progress,Eve,2025-05-24,2025-04-28,Feature
1190,Create Unit Tests,Improve the performance of the backend queries.,Medium,Open,Bob,2025-05-03,2025-03-17,Improvement
1191,Fix Login Bug,Implement secure login using OAuth2 protocol.,Medium,In Progress,Eve,2025-04-15,2025-04-13,Refactor
1192,Optimize Backend,Complete the documentation for the public API.,Medium,Open,Alice,2025-04-08,2025-03-22,Feature
1193,Write API Docs,There is a bug preventing users from logging in with valid credentials.,High,Open,Alice,2025-04-20,2025-03-21,Refactor
1194,Create Unit Tests,Design a responsive landing page for the new campaign.,Medium,In Progress,Bob,2025-05-23,2025-05-05,Bug
1195,Write API Docs,Write unit tests for the newly added features.,Medium,Completed,Diana,2025-06-07,2025-04-07,Documentation
1196,Update Database Schema,Design a responsive landing page for the new campaign.,Medium,Completed,Charlie,2025-05-01,2025-04-11,Refactor
1197,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Completed,Diana,2025-05-22,2025-05-04,Refactor
1198,Fix Login Bug,Complete the documentation for the public API.,Low,Open,Diana,2025-05-18,2025-03-26,Documentation
1199,Update Database Schema,Write unit tests for the newly added features.,Low,Completed,Bob,2025-05-24,2025-03-19,Bug
1200,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Medium,Open,Diana,2025-05-19,2025-03-25,Feature
1201,Fix Login Bug,Update the schema to support new user roles and permissions.,Low,Completed,Bob,2025-05-08,2025-04-23,Bug
1202,Design Landing Page,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Alice,2025-06-05,2025-04-18,Bug
1203,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Alice,2025-04-29,2025-04-03,Documentation
1204,Update Database Schema,Fix alignment and spacing issues on the mobile view.,Low,Open,Bob,2025-05-29,2025-03-24,Feature
1205,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Charlie,2025-05-30,2025-05-09,Refactor
1206,these,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Eve,2025-05-17,2025-04-10,Documentation
1207,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Low,In Progress,Charlie,2025-06-03,2025-04-17,Documentation
1208,Write API Docs,Update the schema to support new user roles and permissions.,Low,Completed,Eve,2025-04-04,2025-03-22,Refactor
1209,Refactor Codebase,Design a responsive landing page for the new campaign.,Medium,Completed,Bob,2025-05-18,2025-04-05,itself
1210,Refactor Codebase,Update the schema to support new user roles and permissions.,High,Open,Diana,2025-05-31,2025-04-23,Documentation
1211,Refactor Codebase,Update the schema to support new user roles and permissions.,Low,Completed,Charlie,2025-05-24,2025-05-13,Bug
1212,Create Unit Tests,Update the schema to support new user roles and permissions.,High,In Progress,Eve,2025-05-30,2025-04-16,Feature
1213,Implement OAuth2,Write unit tests for the newly added features.,High,Completed,Bob,2025-05-07,2025-03-31,Documentation
1214,Design Landing Page,Fix alignment and spacing issues on the mobile view.,High,In Progress,Diana,2025-04-08,2025-03-25,Feature
1215,Create Unit Tests,Implement secure login using OAuth2 protocol.,High,In Progress,Bob,2025-05-11,2025-04-27,Feature
1216,Write API Docs,Design a responsive landing page for the new campaign.,Low,Open,Alice,2025-05-06,2025-05-06,Feature
1217,Create Unit Tests,Write unit tests for the newly added features.,Medium,In Progress,Alice,2025-05-14,2025-04-13,Feature
1218,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Diana,2025-05-12,2025-04-20,Refactor
1219,Write API Docs,Update the schema to support new user roles and permissions.,High,In Progress,Diana,2025-05-21,2025-04-30,Bug
1220,Create Unit Tests,Write unit tests for the newly added features.,Low,In Progress,Charlie,2025-05-18,2025-04-10,Improvement
1221,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,Low,Open,Charlie,2025-04-13,2025-03-24,Documentation
1222,Fix UI Glitches,Refactor the legacy code for better readability.,Medium,Open,Alice,2025-04-05,2025-03-31,Refactor
1223,Design Landing Page,Update the schema to support new user roles and permissions.,High,Open,Eve,2025-05-18,2025-05-14,Bug
1224,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Medium,Open,Diana,2025-05-26,2025-03-29,Improvement
1225,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,Open,Eve,2025-04-18,2025-04-10,Bug
1226,Fix Login Bug,Complete the documentation for the public API.,Medium,In Progress,Eve,2025-04-17,2025-03-26,Improvement
1227,Implement OAuth2,Refactor the legacy code for better readability.,Medium,Open,Bob,2025-05-16,2025-05-04,Documentation
1228,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Completed,Eve,2025-05-19,2025-04-04,Feature
1229,Update Database Schema,Refactor the legacy code for better readability.,High,Open,Charlie,2025-05-17,2025-05-01,Refactor
1230,Create Unit Tests,Write unit tests for the newly added features.,Low,In Progress,Alice,2025-05-26,2025-05-02,Refactor
1231,Fix Login Bug,Update the schema to support new user roles and permissions.,Low,In Progress,Diana,2025-05-08,2025-04-14,Improvement
1232,Optimize Backend,,Medium,Open,Bob,2025-05-04,2025-05-01,Improvement
1233,Fix Login Bug,Complete the documentation for the public API.,High,Completed,Alice,2025-05-18,2025-05-07,Improvement
1234,Optimize Backend,Complete the documentation for the public API.,High,In Progress,Diana,2025-04-21,2025-04-18,Bug
1235,Update Database Schema,Update the navigation bar as per the new UI guidelines.,Medium,Open,Alice,2025-04-27,2025-03-19,Bug
1236,Fix Login Bug,Improve the performance of the backend queries.,Low,Completed,Diana,2025-04-05,2025-03-22,Refactor
1237,Refactor Codebase,Write unit tests for the newly added features.,Low,Completed,Bob,2025-03-28,2025-03-23,Documentation
1238,Fix UI Glitches,Complete the documentation for the public API.,High,Open,Eve,2025-06-12,2025-03-17,Feature
1239,Implement OAuth2,Update the schema to support new user roles and permissions.,Medium,Open,Bob,2025-06-06,2025-05-12,Bug
1240,Refactor Codebase,Refactor the legacy code for better readability.,High,Open,Bob,2025-06-06,2025-04-21,Documentation
1241,Design Landing Page,Fix alignment and spacing issues on the mobile view.,High,Completed,Alice,2025-06-05,2025-03-22,Documentation
1242,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,Open,Eve,2025-05-05,2025-04-10,Bug
1243,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,Low,Completed,Charlie,2025-05-28,2025-04-21,Refactor
1244,Update Database Schema,Update the schema to support new user roles and permissions.,Low,Completed,Bob,2025-06-02,2025-05-07,Feature
1245,Update Database Schema,Fix alignment and spacing issues on the mobile view.,High,Completed,Bob,2025-04-20,2025-04-19,Bug
1246,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,High,Open,Eve,2025-06-11,2025-04-27,Refactor
1247,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Low,Open,Alice,2025-04-04,2025-03-27,Refactor
1248,Fix UI Glitches,Implement secure login using OAuth2 protocol.,High,Open,Charlie,2025-05-10,2025-03-31,Bug
1249,Implement OAuth2,Write unit tests for the newly added features.,Low,Open,Eve,2025-05-26,2025-05-14,Improvement
1250,Create Unit Tests,Write unit tests for the newly added features.,Low,Open,Alice,2025-05-16,2025-03-24,Feature
1251,Update Database Schema,Update the schema to support new user roles and permissions.,High,Open,Charlie,2025-06-13,2025-05-09,Improvement
1252,Optimize Backend,Design a responsive landing page for the new campaign.,High,Open,Diana,2025-06-10,2025-04-06,Refactor
1253,Write API Docs,Complete the documentation for the public API.,Medium,Open,Charlie,2025-04-20,2025-03-26,Refactor
1254,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,Open,Eve,2025-05-02,2025-05-01,Feature
1255,Implement OAuth2,Improve the performance of the backend queries.,Low,Completed,Alice,2025-06-13,2025-04-20,Documentation
1256,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Bob,2025-06-03,2025-04-02,Refactor
1257,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,In Progress,Bob,2025-05-05,2025-04-16,Documentation
1258,Fix UI Glitches,Update the schema to support new user roles and permissions.,Medium,Completed,Eve,2025-06-05,2025-03-24,Bug
1259,Design Landing Page,Improve the performance of the backend queries.,High,In Progress,Charlie,2025-05-13,2025-04-23,Feature
1260,Design Landing Page,Design a responsive landing page for the new campaign.,Medium,Open,Diana,2025-05-15,2025-04-03,Feature
1261,Write API Docs,Improve the performance of the backend queries.,Low,Completed,Alice,2025-03-25,2025-03-17,Improvement
1262,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Low,Open,Charlie,2025-05-30,2025-04-15,Feature
1263,Create Unit Tests,Refactor the legacy code for better readability.,High,In Progress,Eve,2025-04-13,2025-04-09,Improvement
1264,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Medium,Completed,Bob,2025-04-26,2025-03-23,Documentation
1265,Optimize Backend,Write unit tests for the newly added features.,Medium,Completed,Bob,2025-05-23,2025-05-10,Improvement
1266,Implement OAuth2,Write unit tests for the newly added features.,Medium,Open,Bob,2025-04-20,2025-04-11,Refactor
1267,Write API Docs,Refactor the legacy code for better readability.,Medium,In Progress,Diana,2025-05-12,2025-03-20,Feature
1268,Optimize Backend,Refactor the legacy code for better readability.,Low,Open,Bob,2025-06-07,2025-04-09,Improvement
1269,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-05-14,2025-04-04,Bug
1270,Refactor Codebase,Complete the documentation for the public API.,High,Open,Bob,2025-06-07,2025-05-09,Documentation
1271,Implement OAuth2,Write unit tests for the newly added features.,Medium,Completed,Diana,2025-05-14,2025-04-05,Bug
1272,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Alice,2025-04-28,2025-04-21,Refactor
1273,Fix UI Glitches,Refactor the legacy code for better readability.,High,Completed,Charlie,2025-05-18,2025-04-24,Documentation
1274,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Charlie,2025-06-10,2025-04-19,Improvement
1275,Design Landing Page,Write unit tests for the newly added features.,Medium,Open,Alice,2025-05-23,2025-05-02,Refactor
1276,Create Unit Tests,Complete the documentation for the public API.,High,Open,Eve,2025-06-05,2025-05-01,Feature
1277,Update Database Schema,Complete the documentation for the public API.,High,Completed,Diana,2025-04-06,2025-03-30,Improvement
1278,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,Medium,Completed,Charlie,2025-05-08,2025-05-02,Feature
1279,Write API Docs,Implement secure login using OAuth2 protocol.,Low,Open,Eve,2025-04-10,2025-04-10,Bug
1280,Write API Docs,Implement secure login using OAuth2 protocol.,High,In Progress,Alice,2025-06-04,2025-04-08,Feature
1281,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Low,Completed,Eve,2025-04-17,2025-03-28,Improvement
1282,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Diana,2025-04-17,2025-03-16,Refactor
1283,Update Database Schema,Complete the documentation for the public API.,High,Open,Eve,2025-04-28,2025-04-10,Feature
1284,Optimize Backend,Improve the performance of the backend queries.,High,Open,Bob,2025-04-03,2025-04-01,Bug
1285,Fix UI Glitches,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Alice,2025-03-31,2025-03-17,Feature
1286,Write API Docs,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Diana,2025-05-30,2025-03-23,Bug
1287,Design Landing Page,Complete the documentation for the public API.,High,Completed,Eve,2025-05-26,2025-04-09,Bug
1288,Fix UI Glitches,Update the schema to support new user roles and permissions.,Low,In Progress,Alice,2025-06-03,2025-05-13,Bug
1289,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Medium,Open,Charlie,2025-05-11,2025-05-01,Documentation
1290,Update Database Schema,Refactor the legacy code for better readability.,Medium,Open,Eve,2025-05-14,2025-05-11,Improvement
1291,Write API Docs,Update the schema to support new user roles and permissions.,Medium,In Progress,Diana,2025-04-22,2025-04-17,Documentation
1292,Create Unit Tests,Improve the performance of the backend queries.,High,In Progress,Eve,2025-06-06,2025-04-16,Feature
1293,Create Unit Tests,Update the schema to support new user roles and permissions.,Medium,Open,Bob,2025-04-17,2025-04-13,Documentation
1294,Design Landing Page,Update the schema to support new user roles and permissions.,Medium,In Progress,Charlie,2025-05-08,2025-04-17,Improvement
1295,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Medium,Open,Bob,2025-04-04,2025-03-29,Bug
1296,Refactor Codebase,Update the schema to support new user roles and permissions.,High,Completed,Charlie,2025-05-23,2025-04-28,Documentation
1297,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Charlie,2025-05-24,2025-05-12,Documentation
1298,Write API Docs,Complete the documentation for the public API.,Medium,Open,Diana,2025-04-27,2025-03-22,Improvement
1299,Update Database Schema,Fix alignment and spacing issues on the mobile view.,Low,Completed,Diana,2025-06-11,2025-05-10,Documentation
1300,Fix Login Bug,Improve the performance of the backend queries.,High,In Progress,Alice,2025-04-30,2025-03-16,Improvement
1301,Implement OAuth2,Write unit tests for the newly added features.,Low,In Progress,Alice,2025-05-29,2025-05-03,Documentation
1302,Fix Login Bug,Refactor the legacy code for better readability.,Low,Completed,Charlie,2025-04-20,2025-04-16,Feature
1303,Write API Docs,Improve the performance of the backend queries.,Low,Open,Diana,2025-04-14,2025-04-05,Bug
1304,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,High,Completed,Eve,2025-06-11,2025-05-12,Documentation
1305,Refactor Codebase,Complete the documentation for the public API.,Low,In Progress,Bob,2025-05-04,2025-04-27,Bug
1306,Design Landing Page,Fix alignment and spacing issues on the mobile view.,High,Completed,Eve,2025-06-09,2025-05-09,Refactor
1307,Fix Login Bug,Update the schema to support new user roles and permissions.,Medium,Open,Charlie,2025-05-07,2025-04-16,Documentation
1308,Fix UI Glitches,Improve the performance of the backend queries.,High,Open,Alice,2025-04-04,2025-04-01,Refactor
1309,Refactor Codebase,Implement secure login using OAuth2 protocol.,Low,,Charlie,2025-06-09,2025-04-29,
1310,Fix UI Glitches,Improve the performance of the backend queries.,High,Completed,Charlie,2025-04-25,2025-04-23,Documentation
1311,Optimize Backend,Improve the performance of the backend queries.,High,Open,Charlie,2025-06-02,2025-04-26,Feature
1312,Fix Login Bug,Refactor the legacy code for better readability.,High,In Progress,Alice,2025-05-17,2025-05-13,Documentation
1313,Fix Login Bug,Refactor the legacy code for better readability.,Medium,In Progress,Eve,2025-05-24,2025-03-18,Documentation
1314,Design Landing Page,Update the schema to support new user roles and permissions.,High,Open,Alice,2025-05-24,2025-05-08,Improvement
1315,Design Landing Page,Write unit tests for the newly added features.,Medium,Completed,Alice,2025-05-18,2025-04-24,Feature
1316,Optimize Backend,Write unit tests for the newly added features.,Low,In Progress,Alice,2025-06-04,2025-04-21,Feature
1317,Create Unit Tests,Design a responsive landing page for the new campaign.,Medium,Open,Bob,2025-04-16,2025-03-26,Improvement
1318,Implement OAuth2,Write unit tests for the newly added features.,Medium,In Progress,Diana,2025-05-23,2025-04-11,Bug
1319,Update Database Schema,Improve the performance of the backend queries.,High,Completed,Eve,2025-04-14,2025-04-08,Improvement
1320,Write API Docs,Write unit tests for the newly added features.,Medium,Completed,Alice,2025-06-02,2025-03-24,Improvement
1321,Refactor Codebase,Update the schema to support new user roles and permissions.,High,Open,Alice,2025-06-02,2025-05-07,Refactor
1322,Implement OAuth2,Improve the performance of the backend queries.,Medium,In Progress,Charlie,2025-05-15,2025-05-12,Refactor
1323,Refactor Codebase,Write unit tests for the newly added features.,Low,In Progress,Charlie,2025-04-21,2025-04-01,Improvement
1324,Write API Docs,Update the schema to support new user roles and permissions.,Medium,In Progress,Diana,2025-05-27,2025-05-13,Improvement
1325,Fix Login Bug,Refactor the legacy code for better readability.,High,Open,Diana,2025-05-29,2025-05-01,Refactor
1326,Design Landing Page,Write unit tests for the newly added features.,Low,Completed,Charlie,2025-05-31,2025-03-28,Feature
1327,Fix UI Glitches,There is a bug preventing users from logging in with valid credentials.,Low,Open,Eve,2025-05-28,2025-04-11,Improvement
1328,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Eve,2025-05-25,2025-04-01,Refactor
1329,Write API Docs,Fix alignment and spacing issues on the mobile view.,Low,Open,Eve,2025-05-27,2025-05-12,Refactor
1330,Fix UI Glitches,Update the schema to support new user roles and permissions.,,Completed,huge,2025-05-17,2025-03-16,
1331,Implement OAuth2,Improve the performance of the backend queries.,High,In Progress,Charlie,2025-06-02,2025-04-17,Refactor
1332,Optimize Backend,Implement secure login using OAuth2 protocol.,High,In Progress,Alice,2025-06-10,2025-04-23,Bug
1333,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Charlie,2025-06-08,2025-05-12,Improvement
1334,Fix UI Glitches,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-06-05,2025-05-03,Refactor
1335,Update Database Schema,Write unit tests for the newly added features.,Low,Completed,Diana,2025-03-31,2025-03-27,Bug
1336,Design Landing Page,Design a responsive landing page for the new campaign.,Low,Open,Eve,2025-05-21,2025-04-27,Bug
1337,Implement OAuth2,Improve the performance of the backend queries.,Low,In Progress,Diana,2025-05-07,2025-04-18,Improvement
1338,Update Database Schema,Design a responsive landing page for the new campaign.,Medium,Completed,Diana,2025-04-21,2025-04-05,Bug
1339,Refactor Codebase,There is a bug preventing users from logging in with valid credentials.,Low,Open,Charlie,2025-06-04,2025-04-06,Refactor
1340,Implement OAuth2,Design a responsive landing page for the new campaign.,High,Completed,Diana,2025-04-01,2025-03-23,Bug
